CFisoKop_Flex_ID,CFisoKop_Flex_Exp,CFisoKop_Flex_Sim,CFisoKop_Step_ID,CFisoKop_Step_Exp,CFisoKop_Step_Sim,GisoKop_Aldi_ID,GisoKop_Aldi_Exp,GisoKop_Aldi_Sim,GisoKop_Cload_ID,GisoKop_Cload_Exp,GisoKop_Cload_Sim,VMtisoKop_Flex_ID,VMtisoKop_Flex_Exp,VMtisoKop_Flex_Sim,VMtisoKop_Step_ID,VMtisoKop_Step_Exp,VMtisoKop_Step_Sim,GTisoKop_Aldi_ID,GTisoKop_Aldi_Exp,GTisoKop_Aldi_Sim,GTisoKop_Cload_ID,GTisoKop_Cload_Exp,GTisoKop_Cload_Sim
2564,-0.0402,0.0064,2564,-0.0402,0.0088,2564,-0.0402,0.0071,2564,-0.0402,0.0072,2564,-0.0402,0.0266,2564,-0.0402,0.0251,2564,-0.0402,0.0241,2564,-0.0402,0.0248
2565,-0.0403,0.0369,2565,-0.0403,0.0223,2565,-0.0403,0.0304,2565,-0.0403,0.0377,2565,-0.0403,0.0368,2565,-0.0403,0.0181,2565,-0.0403,0.0256,2565,-0.0403,0.0249
2566,-0.0232,0.0088,2566,-0.0232,-0.0012,2566,-0.0232,0.009,2566,-0.0232,0.0106,2566,-0.0232,0.0218,2566,-0.0232,0.0006,2566,-0.0232,0.0168,2566,-0.0232,0.0166
2567,-0.0932,0.0011,2567,-0.0932,0.0076,2567,-0.0932,0.0011,2567,-0.0932,0.0012,2567,-0.0932,0.0021,2567,-0.0932,0.0146,2567,-0.0932,0.0019,2567,-0.0932,0.002
2568,-0.0656,0.0008,2568,-0.0656,0.0058,2568,-0.0656,0.0009,2568,-0.0656,0.0009,2568,-0.0656,0.0031,2568,-0.0656,0.0136,2568,-0.0656,0.0029,2568,-0.0656,0.003
2569,-0.054,0.0005,2569,-0.054,-0.0055,2569,-0.054,0.0005,2569,-0.054,0.0006,2569,-0.054,0.0013,2569,-0.054,-0.0023,2569,-0.054,0.0012,2569,-0.054,0.0012
2570,-0.0739,0.0005,2570,-0.0739,-0.016,2570,-0.0739,0.0006,2570,-0.0739,0.0006,2570,-0.0739,0.0022,2570,-0.0739,-0.0128,2570,-0.0739,0.002,2570,-0.0739,0.002
2576,0.8833,0.7217,2576,0.8833,0.8323,2576,0.8833,0.6808,2576,0.8833,0.5588,2576,0.8833,0.7183,2576,0.8833,0.9225,2576,0.8833,0.7356,2576,0.8833,0.5695
2577,0.8575,0.7294,2577,0.8575,0.8177,2577,0.8575,0.773,2577,0.8575,0.5916,2577,0.8575,0.7277,2577,0.8575,0.9006,2577,0.8575,0.8173,2577,0.8575,0.6032
2580,1.0238,0.6697,2580,1.0238,1.0198,2580,1.0238,0.5266,2580,1.0238,0.4982,2580,1.0238,0.6685,2580,1.0238,1.1278,2580,1.0238,0.5932,2580,1.0238,0.5128
2581,0.974,0.6856,2581,0.974,0.9917,2581,0.974,0.6241,2581,0.974,0.5356,2581,0.974,0.6853,2581,0.974,1.0891,2581,0.974,0.6938,2581,0.974,0.5497
2583,0.2394,0.6152,2583,0.2394,0.5934,2583,0.2394,0.4126,2583,0.2394,0.4675,2583,0.2394,0.7086,2583,0.2394,0.8246,2583,0.2394,0.6354,2583,0.2394,0.5324
2584,0.3188,0.6832,2584,0.3188,0.6578,2584,0.3188,0.5198,2584,0.3188,0.5152,2584,0.3188,0.719,2584,0.3188,0.8465,2584,0.3188,0.7127,2584,0.3188,0.5704
2585,0.2637,0.6225,2585,0.2637,0.6469,2585,0.2637,0.3831,2585,0.2637,0.4491,2585,0.2637,0.6507,2585,0.2637,0.982,2585,0.2637,0.519,2585,0.2637,0.4816
2586,0.3092,0.6686,2586,0.3092,0.7161,2586,0.3092,0.4781,2586,0.3092,0.4918,2586,0.3092,0.676,2586,0.3092,0.9999,2586,0.3092,0.6355,2586,0.3092,0.5278
2587,-0.0139,0.5562,2587,-0.0139,0.5154,2587,-0.0139,0.3511,2587,-0.0139,0.439,2587,-0.0139,0.6959,2587,-0.0139,0.7704,2587,-0.0139,0.5413,2587,-0.0139,0.4993
2588,0.0764,0.5703,2588,0.0764,0.5262,2588,0.0764,0.3532,2588,0.0764,0.4445,2588,0.0764,0.7004,2588,0.0764,0.8007,2588,0.0764,0.6208,2588,0.0764,0.5317
2589,0.0239,0.5102,2589,0.0239,0.4407,2589,0.0239,0.3348,2589,0.0239,0.422,2589,0.0239,0.6076,2589,0.0239,0.7976,2589,0.0239,0.4354,2589,0.0239,0.4392
2590,0.082,0.5338,2590,0.082,0.4609,2590,0.082,0.3367,2590,0.082,0.4285,2590,0.082,0.6434,2590,0.082,0.8332,2590,0.082,0.5111,2590,0.082,0.4789
2591,0.0328,0.5037,2591,0.0328,0.4899,2591,0.0328,0.3395,2591,0.0328,0.4253,2591,0.0328,0.6696,2591,0.0328,0.7016,2591,0.0328,0.49,2591,0.0328,0.4735
2592,0.0298,0.4871,2592,0.0298,0.4737,2592,0.0298,0.3278,2592,0.0298,0.4161,2592,0.0298,0.6429,2592,0.0298,0.6818,2592,0.0298,0.4916,2592,0.0298,0.4673
2593,-0.0101,0.459,2593,-0.0101,0.4152,2593,-0.0101,0.3251,2593,-0.0101,0.4084,2593,-0.0101,0.5702,2593,-0.0101,0.6718,2593,-0.0101,0.3892,2593,-0.0101,0.4112
2594,0.0219,0.4541,2594,0.0219,0.4205,2594,0.0219,0.3193,2594,0.0219,0.4063,2594,0.0219,0.5541,2594,0.0219,0.6734,2594,0.0219,0.3835,2594,0.0219,0.4033
2595,-0.0165,0.4711,2595,-0.0165,0.4696,2595,-0.0165,0.3296,2595,-0.0165,0.4144,2595,-0.0165,0.6126,2595,-0.0165,0.6329,2595,-0.0165,0.4472,2595,-0.0165,0.4416
2596,-0.0211,0.4273,2596,-0.0211,0.43,2596,-0.0211,0.3078,2596,-0.0211,0.3924,2596,-0.0211,0.5327,2596,-0.0211,0.5482,2596,-0.0211,0.3831,2596,-0.0211,0.3845
2597,0.0105,0.4274,2597,0.0105,0.401,2597,0.0105,0.3174,2597,0.0105,0.399,2597,0.0105,0.5213,2597,0.0105,0.5808,2597,0.0105,0.3561,2597,0.0105,0.385
2598,-0.0731,0.3973,2598,-0.0731,0.3807,2598,-0.0731,0.3046,2598,-0.0731,0.3865,2598,-0.0731,0.4695,2598,-0.0731,0.5469,2598,-0.0731,0.317,2598,-0.0731,0.3476
2599,0.0261,0.4053,2599,0.0261,0.417,2599,0.0261,0.2999,2599,0.0261,0.3792,2599,0.0261,0.4405,2599,0.0261,0.4713,2599,0.0261,0.3208,2599,0.0261,0.3293
2600,-0.0176,0.3569,2600,-0.0176,0.3669,2600,-0.0176,0.2741,2600,-0.0176,0.3513,2600,-0.0176,0.3603,2600,-0.0176,0.3747,2600,-0.0176,0.2502,2600,-0.0176,0.2626
2601,-0.0151,0.3861,2601,-0.0151,0.3661,2601,-0.0151,0.2983,2601,-0.0151,0.3754,2601,-0.0151,0.4211,2601,-0.0151,0.4508,2601,-0.0151,0.2933,2601,-0.0151,0.3194
2602,-0.0671,0.346,2602,-0.0671,0.336,2602,-0.0671,0.2767,2602,-0.0671,0.3529,2602,-0.0671,0.3802,2602,-0.0671,0.4018,2602,-0.0671,0.2601,2602,-0.0671,0.285
2603,-0.0377,0.2576,2603,-0.0377,0.2759,2603,-0.0377,0.2185,2603,-0.0377,0.2771,2603,-0.0377,0.234,2603,-0.0377,0.2461,2603,-0.0377,0.1692,2603,-0.0377,0.1794
2604,-0.0419,0.303,2604,-0.0419,0.3191,2604,-0.0419,0.2458,2604,-0.0419,0.3158,2604,-0.0419,0.2413,2604,-0.0419,0.2374,2604,-0.0419,0.1705,2604,-0.0419,0.184
2605,-0.0647,0.2358,2605,-0.0647,0.2361,2605,-0.0647,0.2159,2605,-0.0647,0.2756,2605,-0.0647,0.1993,2605,-0.0647,0.189,2605,-0.0647,0.1453,2605,-0.0647,0.1597
2606,-0.0882,0.2174,2606,-0.0882,0.2146,2606,-0.0882,0.1885,2606,-0.0882,0.2443,2606,-0.0882,0.1927,2606,-0.0882,0.1838,2606,-0.0882,0.1292,2606,-0.0882,0.1444
2607,-0.0584,0.0524,2607,-0.0584,0.0593,2607,-0.0584,0.0531,2607,-0.0584,0.0659,2607,-0.0584,0.0367,2607,-0.0584,0.0385,2607,-0.0584,0.0284,2607,-0.0584,0.0309
2608,-0.0514,0.0587,2608,-0.0514,0.0636,2608,-0.0514,0.0527,2608,-0.0514,0.0688,2608,-0.0514,0.0465,2608,-0.0514,0.039,2608,-0.0514,0.033,2608,-0.0514,0.0365
2609,-0.0822,0.0275,2609,-0.0822,0.0338,2609,-0.0822,0.0314,2609,-0.0822,0.0378,2609,-0.0822,0.0675,2609,-0.0822,0.0451,2609,-0.0822,0.0521,2609,-0.0822,0.0561
2610,-0.0923,0.0346,2610,-0.0923,0.0315,2610,-0.0923,0.0394,2610,-0.0923,0.0488,2610,-0.0923,0.0339,2610,-0.0923,0.0091,2610,-0.0923,0.0261,2610,-0.0923,0.0274
2611,-0.0251,0.0036,2611,-0.0251,0.0021,2611,-0.0251,0.0037,2611,-0.0251,0.0038,2611,-0.0251,0.0075,2611,-0.0251,0.0052,2611,-0.0251,0.007,2611,-0.0251,0.0073
2612,-0.023,0.0019,2612,-0.023,-0.0114,2612,-0.023,0.002,2612,-0.023,0.002,2612,-0.023,0.0037,2612,-0.023,-0.0105,2612,-0.023,0.0037,2612,-0.023,0.0038
2613,-0.1334,0.0041,2613,-0.1334,-0.0131,2613,-0.1334,0.0042,2613,-0.1334,0.0046,2613,-0.1334,0.0094,2613,-0.1334,-0.0055,2613,-0.1334,0.0086,2613,-0.1334,0.0087
2614,-0.0304,0.0021,2614,-0.0304,-0.0225,2614,-0.0304,0.0023,2614,-0.0304,0.0024,2614,-0.0304,0.0058,2614,-0.0304,-0.0189,2614,-0.0304,0.005,2614,-0.0304,0.0053
2620,0.6633,0.7234,2620,0.6633,0.7365,2620,0.6633,0.8095,2620,0.6633,0.6017,2620,0.6633,0.7191,2620,0.6633,0.7426,2620,0.6633,0.809,2620,0.6633,0.5957
2621,0.5755,0.7076,2621,0.5755,0.6742,2621,0.5755,0.7616,2621,0.5755,0.5831,2621,0.5755,0.7028,2621,0.5755,0.675,2621,0.5755,0.7744,2621,0.5755,0.5795
2624,0.8703,0.6668,2624,0.8703,0.9926,2624,0.8703,0.6006,2624,0.8703,0.5287,2624,0.8703,0.664,2624,0.8703,1.0139,2624,0.8703,0.6255,2624,0.8703,0.5319
2625,0.8744,0.6569,2625,0.8744,0.882,2625,0.8744,0.6195,2625,0.8744,0.5269,2625,0.8744,0.6534,2625,0.8744,0.9093,2625,0.8744,0.6352,2625,0.8744,0.5287
2627,0.2468,0.5666,2627,0.2468,0.5469,2627,0.2468,0.485,2627,0.2468,0.473,2627,0.2468,0.6856,2627,0.2468,0.6931,2627,0.2468,0.6704,2627,0.2468,0.5494
2628,0.2424,0.531,2628,0.2424,0.5043,2628,0.2424,0.4338,2628,0.2424,0.4487,2628,0.2424,0.671,2628,0.2424,0.6609,2628,0.2424,0.6462,2628,0.2424,0.534
2629,0.3587,0.548,2629,0.3587,0.5245,2629,0.3587,0.3372,2629,0.3587,0.419,2629,0.3587,0.6361,2629,0.3587,0.8418,2629,0.3587,0.5136,2629,0.3587,0.4857
2630,0.3181,0.5597,2630,0.3181,0.5409,2630,0.3181,0.3658,2630,0.3181,0.439,2630,0.3181,0.6388,2630,0.3181,0.8273,2630,0.3181,0.5623,2630,0.3181,0.5054
2631,0.1149,0.3453,2631,0.1149,0.3537,2631,0.1149,0.2653,2631,0.1149,0.3537,2631,0.1149,0.5207,2631,0.1149,0.5863,2631,0.1149,0.3973,2631,0.1149,0.389
2632,0.0489,0.3686,2632,0.0489,0.3601,2632,0.0489,0.2731,2632,0.0489,0.3643,2632,0.0489,0.5702,2632,0.0489,0.6007,2632,0.0489,0.4675,2632,0.0489,0.4396
2633,0.1187,0.3266,2633,0.1187,0.2963,2633,0.1187,0.272,2633,0.1187,0.3545,2633,0.1187,0.5429,2633,0.1187,0.649,2633,0.1187,0.3957,2633,0.1187,0.4026
2634,0.0296,0.3659,2634,0.0296,0.3245,2634,0.0296,0.2793,2634,0.0296,0.3678,2634,0.0296,0.5409,2634,0.0296,0.6647,2634,0.0296,0.4197,2634,0.0296,0.4144
2635,0.0225,0.3122,2635,0.0225,0.3136,2635,0.0225,0.2554,2635,0.0225,0.3407,2635,0.0225,0.4479,2635,0.0225,0.5009,2635,0.0225,0.3101,2635,0.0225,0.3277
2636,-0.0082,0.2912,2636,-0.0082,0.2787,2636,-0.0082,0.2487,2636,-0.0082,0.3328,2636,-0.0082,0.4136,2636,-0.0082,0.4489,2636,-0.0082,0.2816,2636,-0.0082,0.3059
2637,-0.0432,0.2829,2637,-0.0432,0.2588,2637,-0.0432,0.2551,2637,-0.0432,0.3341,2637,-0.0432,0.4131,2637,-0.0432,0.5006,2637,-0.0432,0.2735,2637,-0.0432,0.3109
2638,-0.0279,0.2854,2638,-0.0279,0.2495,2638,-0.0279,0.2574,2638,-0.0279,0.3374,2638,-0.0279,0.424,2638,-0.0279,0.5149,2638,-0.0279,0.2812,2638,-0.0279,0.3253
2639,-0.0666,0.2833,2639,-0.0666,0.2853,2639,-0.0666,0.2444,2639,-0.0666,0.3264,2639,-0.0666,0.3753,2639,-0.0666,0.3935,2639,-0.0666,0.2438,2639,-0.0666,0.2759
2640,-0.0113,0.2539,2640,-0.0113,0.2387,2640,-0.0113,0.2293,2640,-0.0113,0.3091,2640,-0.0113,0.328,2640,-0.0113,0.3226,2640,-0.0113,0.2032,2640,-0.0113,0.2406
2641,-0.1072,0.2605,2641,-0.1072,0.2418,2641,-0.1072,0.244,2641,-0.1072,0.3219,2641,-0.1072,0.3501,2641,-0.1072,0.3878,2641,-0.1072,0.2244,2641,-0.1072,0.268
2642,-0.0804,0.2348,2642,-0.0804,0.2012,2642,-0.0804,0.2303,2642,-0.0804,0.306,2642,-0.0804,0.3271,2642,-0.0804,0.3462,2642,-0.0804,0.203,2642,-0.0804,0.248
2643,0.0283,0.2353,2643,0.0283,0.2357,2643,0.0283,0.2191,2643,0.0283,0.2914,2643,0.0283,0.2745,2643,0.0283,0.2686,2643,0.0283,0.1796,2643,0.0283,0.2066
2644,-0.0154,0.2181,2644,-0.0154,0.2031,2644,-0.0154,0.2128,2644,-0.0154,0.2837,2644,-0.0154,0.2742,2644,-0.0154,0.2498,2644,-0.0154,0.1737,2644,-0.0154,0.2064
2645,-0.0136,0.205,2645,-0.0136,0.1883,2645,-0.0136,0.2082,2645,-0.0136,0.2759,2645,-0.0136,0.2657,2645,-0.0136,0.2864,2645,-0.0136,0.1725,2645,-0.0136,0.2081
2646,-0.0294,0.201,2646,-0.0294,0.176,2646,-0.0294,0.2059,2646,-0.0294,0.2748,2646,-0.0294,0.2485,2646,-0.0294,0.2276,2646,-0.0294,0.1556,2646,-0.0294,0.1909
2647,-0.0552,0.1803,2647,-0.0552,0.1895,2647,-0.0552,0.1825,2647,-0.0552,0.2431,2647,-0.0552,0.1816,2647,-0.0552,0.1725,2647,-0.0552,0.1231,2647,-0.0552,0.1452
2648,0.014,0.1706,2648,0.014,0.1623,2648,0.014,0.1777,2648,0.014,0.2392,2648,0.014,0.1539,2648,0.014,0.1227,2648,0.014,0.1032,2648,0.014,0.1231
2649,-0.0531,0.1182,2649,-0.0531,0.1091,2649,-0.0531,0.1434,2649,-0.0531,0.1915,2649,-0.0531,0.1452,2649,-0.0531,0.1539,2649,-0.0531,0.1045,2649,-0.0531,0.1265
2650,0.021,0.1552,2650,0.021,0.1348,2650,0.021,0.1696,2650,0.021,0.2284,2650,0.021,0.1369,2650,0.021,0.105,2650,0.021,0.0899,2650,0.021,0.1089
2651,0.0412,0.1007,2651,0.0412,0.1175,2651,0.0412,0.1165,2651,0.0412,0.159,2651,0.0412,0.0728,2651,0.0412,0.0651,2651,0.0412,0.0541,2651,0.0412,0.0633
2652,-0.0051,0.0884,2652,-0.0051,0.0905,2652,-0.0051,0.0973,2652,-0.0051,0.1343,2652,-0.0051,0.0674,2652,-0.0051,0.0509,2652,-0.0051,0.0491,2652,-0.0051,0.0578
2653,-0.0993,0.0876,2653,-0.0993,0.0838,2653,-0.0993,0.1142,2653,-0.0993,0.1542,2653,-0.0993,0.0701,2653,-0.0993,0.0407,2653,-0.0993,0.0572,2653,-0.0993,0.0673
2654,-0.0343,0.0508,2654,-0.0343,0.039,2654,-0.0343,0.0626,2654,-0.0343,0.0858,2654,-0.0343,0.0285,2654,-0.0343,-0.0038,2654,-0.0343,0.0233,2654,-0.0343,0.0258
2655,-0.0625,0.0069,2655,-0.0625,-0.0049,2655,-0.0625,0.0073,2655,-0.0625,0.0078,2655,-0.0625,0.013,2655,-0.0625,0.0153,2655,-0.0625,0.0123,2655,-0.0625,0.0128
2656,-0.1317,0.0091,2656,-0.1317,0.0105,2656,-0.1317,0.01,2656,-0.1317,0.0116,2656,-0.1317,0.0137,2656,-0.1317,0.0182,2656,-0.1317,0.0127,2656,-0.1317,0.0133
2657,-0.1752,0.0054,2657,-0.1752,-0.0266,2657,-0.1752,0.0055,2657,-0.1752,0.0055,2657,-0.1752,0.013,2657,-0.1752,-0.0226,2657,-0.1752,0.012,2657,-0.1752,0.0128
2658,-0.0322,0.0054,2658,-0.0322,-0.0115,2658,-0.0322,0.0054,2658,-0.0322,0.0057,2658,-0.0322,0.0108,2658,-0.0322,-0.0219,2658,-0.0322,0.0097,2658,-0.0322,0.0103
2664,0.4581,0.6331,2664,0.4581,0.5484,2664,0.4581,0.5703,2664,0.4581,0.5018,2664,0.4581,0.6296,2664,0.4581,0.5609,2664,0.4581,0.5901,2664,0.4581,0.5041
2665,0.4096,0.6645,2665,0.4096,0.4826,2665,0.4096,0.6029,2665,0.4096,0.5173,2665,0.4096,0.662,2665,0.4096,0.4724,2665,0.4096,0.6252,2665,0.4096,0.5231
2668,0.5457,0.5878,2668,0.5457,0.5828,2668,0.5457,0.512,2668,0.5457,0.4771,2668,0.5457,0.5851,2668,0.5457,0.5968,2668,0.5457,0.5229,2668,0.5457,0.4778
2669,0.412,0.6158,2669,0.412,0.487,2669,0.412,0.5468,2669,0.412,0.4926,2669,0.412,0.6132,2669,0.412,0.4861,2669,0.412,0.561,2669,0.412,0.4964
2671,0.1246,0.5572,2671,0.1246,0.458,2671,0.1246,0.4254,2671,0.1246,0.4511,2671,0.1246,0.6069,2671,0.1246,0.5235,2671,0.1246,0.4946,2671,0.1246,0.4547
2672,0.1013,0.501,2672,0.1013,0.4002,2672,0.1013,0.388,2672,0.1013,0.4312,2672,0.1013,0.611,2672,0.1013,0.4686,2672,0.1013,0.4993,2672,0.1013,0.4476
2673,0.1203,0.5082,2673,0.1203,0.407,2673,0.1203,0.377,2673,0.1203,0.424,2673,0.1203,0.5553,2673,0.1203,0.5177,2673,0.1203,0.4363,2673,0.1203,0.4303
2674,0.097,0.5169,2674,0.097,0.3667,2674,0.097,0.3756,2674,0.097,0.4132,2674,0.097,0.5778,2674,0.097,0.4589,2674,0.097,0.4397,2674,0.097,0.4238
2675,0.0464,0.2758,2675,0.0464,0.2208,2675,0.0464,0.2588,2675,0.0464,0.3373,2675,0.0464,0.4678,2675,0.0464,0.4262,2675,0.0464,0.3442,2675,0.0464,0.3588
2676,0.0801,0.289,2676,0.0801,0.2611,2676,0.0801,0.2618,2676,0.0801,0.3462,2676,0.0801,0.4649,2676,0.0801,0.4006,2676,0.0801,0.3578,2676,0.0801,0.3599
2677,0.081,0.3282,2677,0.081,0.2417,2677,0.081,0.2871,2677,0.081,0.3611,2677,0.081,0.4838,2677,0.081,0.4354,2677,0.081,0.35,2677,0.081,0.3749
2678,0.0487,0.3017,2678,0.0487,0.2296,2678,0.0487,0.2772,2678,0.0487,0.3564,2678,0.0487,0.4637,2678,0.0487,0.3786,2678,0.0487,0.3348,2678,0.0487,0.3583
2679,0.09,0.2413,2679,0.09,0.182,2679,0.09,0.2429,2679,0.09,0.3192,2679,0.09,0.3893,2679,0.09,0.3399,2679,0.09,0.2804,2679,0.09,0.3142
2680,0.0861,0.2318,2680,0.0861,0.18,2680,0.0861,0.2342,2680,0.0861,0.3126,2680,0.0861,0.369,2680,0.0861,0.3164,2680,0.0861,0.2724,2680,0.0861,0.2983
2681,0.0641,0.2319,2681,0.0641,0.1556,2681,0.0641,0.2466,2681,0.0641,0.3184,2681,0.0641,0.393,2681,0.0641,0.3287,2681,0.0641,0.2801,2681,0.0641,0.3188
2682,0.0843,0.2311,2682,0.0843,0.1588,2682,0.0843,0.246,2682,0.0843,0.3216,2682,0.0843,0.3791,2682,0.0843,0.2922,2682,0.0843,0.276,2682,0.0843,0.311
2683,0.0277,0.1995,2683,0.0277,0.1399,2683,0.0277,0.2187,2683,0.0277,0.2905,2683,0.0277,0.3196,2683,0.0277,0.2445,2683,0.0277,0.2237,2683,0.0277,0.2614
2684,0.0572,0.201,2684,0.0572,0.1427,2684,0.0572,0.2139,2684,0.0572,0.2883,2684,0.0572,0.3047,2684,0.0572,0.2356,2684,0.0572,0.215,2684,0.0572,0.2467
2685,0.0231,0.2072,2685,0.0231,0.1369,2685,0.0231,0.2323,2685,0.0231,0.3024,2685,0.0231,0.3551,2685,0.0231,0.2699,2685,0.0231,0.2542,2685,0.0231,0.2952
2686,0.013,0.2108,2686,0.013,0.1384,2686,0.013,0.23,2686,0.013,0.3037,2686,0.013,0.3441,2686,0.013,0.253,2686,0.013,0.2493,2686,0.013,0.2844
2687,0.0553,0.1922,2687,0.0553,0.1323,2687,0.0553,0.2119,2687,0.0553,0.2831,2687,0.0553,0.3038,2687,0.0553,0.2235,2687,0.0553,0.2125,2687,0.0553,0.2491
2688,0.054,0.1806,2688,0.054,0.1206,2688,0.054,0.1958,2688,0.054,0.2654,2688,0.054,0.2607,2688,0.054,0.1836,2688,0.054,0.1784,2688,0.054,0.2086
2689,0.0467,0.1984,2689,0.0467,0.1292,2689,0.0467,0.2243,2689,0.0467,0.2944,2689,0.0467,0.3326,2689,0.0467,0.2485,2689,0.0467,0.2412,2689,0.0467,0.2811
2690,0.0454,0.2038,2690,0.0454,0.132,2690,0.0454,0.2235,2690,0.0454,0.297,2690,0.0454,0.3359,2690,0.0454,0.2432,2690,0.0454,0.2428,2690,0.0454,0.2778
2691,0.0076,0.1345,2691,0.0076,0.088,2691,0.0076,0.1507,2691,0.0076,0.2051,2691,0.0076,0.1507,2691,0.0076,0.0887,2691,0.0076,0.1015,2691,0.0076,0.1228
2692,0.0267,0.137,2692,0.0267,0.0875,2692,0.0267,0.1497,2692,0.0267,0.2063,2692,0.0267,0.1579,2692,0.0267,0.0997,2692,0.0267,0.1047,2692,0.0267,0.126
2693,0.0073,0.1583,2693,0.0073,0.0979,2693,0.0073,0.1795,2693,0.0073,0.2354,2693,0.0073,0.2556,2693,0.0073,0.1519,2693,0.0073,0.1711,2693,0.0073,0.2107
2694,0.0271,0.1078,2694,0.0271,0.067,2694,0.0271,0.1172,2694,0.0271,0.1565,2694,0.0271,0.1634,2694,0.0271,0.0778,2694,0.0271,0.105,2694,0.0271,0.1263
2695,-0.0067,0.0214,2695,-0.0067,0.0083,2695,-0.0067,0.0235,2695,-0.0067,0.0288,2695,-0.0067,0.0417,2695,-0.0067,0.018,2695,-0.0067,0.0315,2695,-0.0067,0.0353
2696,-0.0406,0.0419,2696,-0.0406,0.0328,2696,-0.0406,0.0442,2696,-0.0406,0.056,2696,-0.0406,0.0697,2696,-0.0406,0.0496,2696,-0.0406,0.05,2696,-0.0406,0.0575
2697,0.0026,0.0226,2697,0.0026,-0.0069,2697,0.0026,0.0246,2697,0.0026,0.0309,2697,0.0026,0.0214,2697,0.0026,-0.0104,2697,0.0026,0.0114,2697,0.0026,0.0139
2698,-0.0088,0.0238,2698,-0.0088,0.0078,2698,-0.0088,0.0246,2698,-0.0088,0.0307,2698,-0.0088,0.0315,2698,-0.0088,0.0088,2698,-0.0088,0.0227,2698,-0.0088,0.0246
2699,-0.0385,0.0085,2699,-0.0385,-0.0023,2699,-0.0385,0.009,2699,-0.0385,0.0097,2699,-0.0385,0.0163,2699,-0.0385,0.0051,2699,-0.0385,0.0144,2699,-0.0385,0.0152
2700,0.0219,0.0103,2700,0.0219,0.011,2700,0.0219,0.0106,2700,0.0219,0.0112,2700,0.0219,0.0197,2700,0.0219,0.0214,2700,0.0219,0.0172,2700,0.0219,0.0184
2701,-0.0733,0.0048,2701,-0.0733,-0.0226,2701,-0.0733,0.0046,2701,-0.0733,0.0051,2701,-0.0733,0.0065,2701,-0.0733,-0.019,2701,-0.0733,0.0052,2701,-0.0733,0.0052
2702,-0.0395,0.0084,2702,-0.0395,-0.0046,2702,-0.0395,0.0083,2702,-0.0395,0.0088,2702,-0.0395,0.0119,2702,-0.0395,-0.001,2702,-0.0395,0.0111,2702,-0.0395,0.011
2708,-0.0026,0.0455,2708,-0.0026,0.0162,2708,-0.0026,0.2012,2708,-0.0026,0.2372,2708,-0.0026,0.0257,2708,-0.0026,0.0055,2708,-0.0026,0.1915,2708,-0.0026,0.2131
2709,0.0132,0.0355,2709,0.0132,0.0079,2709,0.0132,0.1914,2709,0.0132,0.2256,2709,0.0132,0.0129,2709,0.0132,0.0003,2709,0.0132,0.1736,2709,0.0132,0.1932
2711,0.0004,0.0447,2711,0.0004,0.0172,2711,0.0004,0.1929,2711,0.0004,0.2284,2711,0.0004,0.0231,2711,0.0004,0.0073,2711,0.0004,0.1792,2711,0.0004,0.1995
2712,0.0256,0.04,2712,0.0256,0.0068,2712,0.0256,0.1854,2712,0.0256,0.2201,2712,0.0256,0.0168,2712,0.0256,0.0005,2712,0.0256,0.1651,2712,0.0256,0.1846
2713,0.01,0.045,2713,0.01,0.0183,2713,0.01,0.1666,2713,0.01,0.1989,2713,0.01,0.0239,2713,0.01,0.0109,2713,0.01,0.1525,2713,0.01,0.1703
2714,-0.0218,0.0457,2714,-0.0218,0.0083,2714,-0.0218,0.167,2714,-0.0218,0.201,2714,-0.0218,0.0253,2714,-0.0218,0.0049,2714,-0.0218,0.1406,2714,-0.0218,0.158
2715,0.0333,0.0478,2715,0.0333,0.0228,2715,0.0333,0.1454,2715,0.0333,0.1758,2715,0.0333,0.0306,2715,0.0333,0.0193,2715,0.0333,0.1247,2715,0.0333,0.1408
2716,0.0178,0.0467,2716,0.0178,0.0095,2716,0.0178,0.1551,2716,0.0178,0.1879,2716,0.0178,0.0284,2716,0.0178,0.0074,2716,0.0178,0.1288,2716,0.0178,0.1457
2717,-0.0338,0.0458,2717,-0.0338,0.0253,2717,-0.0338,0.1363,2717,-0.0338,0.1665,2717,-0.0338,0.0311,2717,-0.0338,0.0256,2717,-0.0338,0.1094,2717,-0.0338,0.1244
2718,0.0171,0.0457,2718,0.0171,0.0099,2718,0.0171,0.1496,2718,0.0171,0.1822,2718,0.0171,0.0287,2718,0.0171,0.0081,2718,0.0171,0.1241,2718,0.0171,0.1407
2719,-0.0164,0.0425,2719,-0.0164,0.0232,2719,-0.0164,0.1316,2719,-0.0164,0.1616,2719,-0.0164,0.0293,2719,-0.0164,0.0247,2719,-0.0164,0.1035,2719,-0.0164,0.118
2720,0.0458,0.0434,2720,0.0458,0.0099,2720,0.0458,0.1438,2720,0.0458,0.1759,2720,0.0458,0.0284,2720,0.0458,0.0086,2720,0.0458,0.119,2720,0.0458,0.1352
2721,-0.0147,0.0388,2721,-0.0147,0.0232,2721,-0.0147,0.1176,2721,-0.0147,0.1447,2721,-0.0147,0.0277,2721,-0.0147,0.0269,2721,-0.0147,0.0921,2721,-0.0147,0.1054
