type,method,difference
vM,H,0.2524
vM,H,0.0394
vM,H,0.2012
vM,H,0.4823
vM,H,0.5097
vM,H,0.435
vM,H,0.4808
vM,H,0.4214
vM,H,0.3848
vM,H,0.4028
vM,H,0.415
vM,H,0.2993
vM,H,0.2829
vM,H,0.3289
vM,H,0.2948
vM,H,0.2919
vM,H,0.2475
vM,H,0.332
vM,H,0.3311
vM,H,0.2485
vM,H,0.2067
vM,H,0.2859
vM,H,0.2905
vM,H,0.1431
vM,H,0.1312
vM,H,0.2483
vM,H,0.1363
vM,H,0.0484
vM,H,0.1103
vM,H,0.0188
vM,H,0.0403
vM,H,0.0548
vM,H,-0.0022
vM,H,0.0798
vM,H,0.0514
vM,H,0.0283
vM,H,-0.0003
vM,H,0.0227
vM,H,-0.0088
vM,H,0.0139
vM,H,0.0471
vM,H,-0.0027
vM,H,0.0106
vM,H,0.0649
vM,H,0.0116
vM,H,0.0457
vM,H,-0.0174
vM,H,0.0424
vM,H,0.0157
vM,H,0.0002
vM,H,0.0483
vM,H,-0.0225
vM,H,-0.0319
vM,H,0.0548
vM,H,0.045
vM,H,0.11
vM,H,0.1123
vM,H,0.0416
vM,H,0.0829
vM,H,0.0593
vM,H,0.0226
vM,H,0.0726
vM,H,0.0531
vM,H,0.0257
vM,H,0.0163
vM,H,0.018
vM,H,0.0397
vM,H,-0.0011
vM,H,0.0523
vM,H,0.0222
vM,H,0.0352
vM,H,-0.0882
vM,H,-0.0743
vM,H,-0.0143
vM,H,0.1759
vM,H,0.0314
vM,H,-0.169
vM,H,-0.0516
vM,H,0.0183
vM,H,-0.0247
vM,H,-0.1247
vM,H,-0.0709
vM,H,-0.1045
vM,H,0.0442
vM,H,0.0209
vM,H,-0.211
vM,H,-0.1168
vM,H,0.0939
vM,H,0.0688
vM,H,0.017
vM,H,0.0441
vM,H,-0.042
vM,H,0.0268
vM,H,0.0091
vM,H,0.0898
vM,H,0.0172
vM,H,0.022
vM,H,0.0897
vM,H,-0.0132
vM,H,-0.0288
vM,H,0.0614
vM,H,0.0176
vM,H,0.0856
vM,H,0.0318
vM,H,0.056
vM,H,0.0138
vM,H,0.0399
vM,H,0.0328
vM,H,0.0193
vM,H,0.0526
vM,H,0.0085
vM,H,0.0254
vM,H,0.0295
vM,H,0.0106
vM,H,0.0236
vM,H,0.0289
vM,H,0.0687
vM,H,-0.0174
vM,H,-0.0243
vM,H,0.0794
vM,H,0.0715
vM,H,0.005
vM,H,-0.0151
vM,H,-0.0384
vM,H,-0.0471
vM,H,0.03
vM,H,0.0635
vM,H,0.0718
vM,H,0.0634
vM,H,0.0781
vM,H,0.0525
vM,H,0.0401
vM,H,0.0711
vM,H,0.0522
vM,H,0.0984
vM,H,0.0551
vM,H,0.0669
vM,H,0.0661
vM,H,0.0103
vM,H,0.0451
vM,H,0.0595
vM,H,0.0336
vM,H,0.0154
vM,H,-0.0317
vM,H,-0.0105
vM,H,-0.027
vM,H,-0.0332
vM,H,0.0949
vM,H,0.0545
vM,H,-0.0416
vM,H,-0.0849
vM,H,-0.0438
vM,H,0.0345
vM,H,0.0066
vM,H,0.0173
vM,H,-0.0044
vM,H,-0.0484
vM,H,0.009
vM,H,-0.0137
vM,H,0.034
vM,H,-0.0076
vM,H,0.0672
vM,H,0.0034
vM,H,-0.2022
vM,H,0.0026
vM,H,0.0516
vM,H,-0.1087
vM,H,0.0349
vM,H,0.0413
vM,H,-0.0178
vM,H,-0.0313
vM,H,-0.0347
vM,H,-0.0427
vM,H,-0.0178
vM,H,-0.0302
vM,H,-0.0274
vM,H,-0.0613
vM,H,-0.1891
vM,H,-0.0093
vM,H,0.2698
vM,H,0.2057
vM,H,0.2464
vM,H,0.2644
vM,H,0.3382
vM,H,0.3126
vM,H,0.2761
vM,H,0.2261
vM,H,0.2552
vM,H,0.2382
vM,H,0.2087
vM,H,0.2534
vM,H,0.1564
vM,H,0.0823
vM,H,0.0802
vM,H,0.0915
vM,H,0.068
vM,H,0.1325
vM,H,0.1414
vM,H,0.0371
vM,H,0.1512
vM,H,0.0508
vM,H,0.1825
vM,H,0.0527
vM,H,0.0339
vM,H,0.1136
vM,H,0.0526
vM,H,0.0356
vM,H,0.1199
vM,H,0.0568
vM,H,0.1119
vM,H,0.1069
vM,H,0.0933
vM,H,0.021
vM,H,-0.0341
vM,H,0.0595
vM,H,0.0297
vM,H,-0.0026
vM,H,0.0672
vM,H,0.001
vM,H,-0.005
vM,H,-0.1254
vM,H,0.0954
vM,H,0.041
vM,H,0.0337
vM,H,-0.061
vM,H,0.0266
vM,H,-0.0123
vM,H,-0.058
vM,H,-0.1006
vM,H,-0.0491
vM,H,-0.0614
vM,H,0.0853
vM,H,0.0121
vM,H,0.1924
vM,H,0.2079
vM,H,0.2434
vM,H,0.1736
vM,H,0.2132
vM,H,0.0805
vM,H,0.1911
vM,H,0.2305
vM,H,0.2003
vM,H,0.146
vM,H,0.2051
vM,H,0.1635
vM,H,0.1639
vM,H,0.2627
vM,H,-0.0083
vM,H,0.1018
vM,H,0.0979
vM,H,0.0245
vM,H,0.337
vM,H,0.3227
vM,H,0.3996
vM,H,0.3716
vM,H,0.421
vM,H,0.3753
vM,H,0.3493
vM,H,0.3513
vM,H,0.3778
vM,H,0.3669
vM,H,0.3477
vM,H,0.3692
vM,H,0.1765
vM,H,0.2595
vM,H,0.0954
vM,H,0.1194
vM,H,0.0619
vM,H,0.0621
vM,H,0.2833
vM,H,0.2838
vM,H,0.2929
vM,H,0.3259
vM,H,0.387
vM,H,0.345
vM,H,0.3107
vM,H,0.294
vM,H,0.3476
vM,H,0.2713
vM,H,0.3468
vM,H,0.3059
vM,H,0.302
vM,H,0.2341
vM,H,0.1313
vM,H,0.1572
vM,H,0.1216
vM,H,0.1211
vM,H,0.3769
vM,H,0.3719
vM,H,0.4699
vM,H,0.4733
vM,H,0.4574
vM,H,0.4512
vM,H,0.365
vM,H,0.2625
vM,H,0.2228
vM,H,0.2949
vM,H,0.1569
vM,H,0.2731
vM,H,0.1599
vM,H,0.0797
vM,H,0.0244
vM,H,0.1164
vM,H,0.0813
vM,H,0.0199
vM,H,0.029
vM,H,-0.1187
vM,H,0.131
vM,H,-0.1088
vM,H,0.0166
vM,H,0.0614
vM,H,-0.0284
vM,H,-0.0804
vM,H,0.0251
vM,G,0.1605
vM,G,0.1598
vM,G,0.0758
vM,G,0.1199
vM,G,0.3378
vM,G,0.2485
vM,G,0.3771
vM,G,0.5284
vM,G,0.5808
vM,G,0.453
vM,G,0.5453
vM,G,0.451
vM,G,0.5933
vM,G,0.454
vM,G,0.5193
vM,G,0.4536
vM,G,0.4068
vM,G,0.3863
vM,G,0.4395
vM,G,0.3815
vM,G,0.3399
vM,G,0.3058
vM,G,0.3716
vM,G,0.3371
vM,G,0.3665
vM,G,0.3484
vM,G,0.2757
vM,G,0.2657
vM,G,0.0705
vM,G,0.1719
vM,G,0.0466
vM,G,0.191
vM,G,0.0006
vM,G,0.023
vM,G,-0.0058
vM,G,0.1161
vM,G,0.0497
vM,G,0.0987
vM,G,0.099
vM,G,0.0789
vM,G,0.3284
vM,G,0.2986
vM,G,0.3878
vM,G,0.3838
vM,G,0.3414
vM,G,0.3356
vM,G,0.425
vM,G,0.3736
vM,G,0.3011
vM,G,0.2585
vM,G,0.2776
vM,G,0.2415
vM,G,0.2004
vM,G,0.2392
vM,G,0.1922
vM,G,0.2388
vM,G,0.15
vM,G,0.077
vM,G,0.1598
vM,G,0.0716
vM,G,0.193
vM,G,0.1082
vM,G,0.1608
vM,G,0.1192
vM,G,0.1114
vM,G,0.113
vM,G,0.0922
vM,G,0.0578
vM,G,0.0771
vM,G,0.0723
vM,G,0.0415
vM,G,0.0141
vM,G,0.193
vM,G,0.1875
vM,G,0.0731
vM,G,0.0705
vM,G,0.5773
vM,G,0.5815
vM,G,0.5025
vM,G,0.549
vM,G,0.7209
vM,G,0.7028
vM,G,0.6664
vM,G,0.6978
vM,G,0.6254
vM,G,0.6397
vM,G,0.6756
vM,G,0.6306
vM,G,0.5445
vM,G,0.5664
vM,G,0.6256
vM,G,0.603
vM,G,0.5803
vM,G,0.5011
vM,G,0.5464
vM,G,0.5388
vM,G,0.4618
vM,G,0.4609
vM,G,0.3164
vM,G,0.321
vM,G,0.2455
vM,G,0.2881
vM,G,0.1161
vM,G,0.0572
vM,G,0.0168
vM,G,0.0526
vM,G,0.0367
vM,G,0.0605
vM,G,0.1839
vM,G,0.1577
vM,G,0.0479
vM,G,0.0593
vM,G,0.468
vM,G,0.5563
vM,G,0.4013
vM,G,0.4398
vM,G,0.5586
vM,G,0.633
vM,G,0.5238
vM,G,0.623
vM,G,0.5424
vM,G,0.5844
vM,G,0.514
vM,G,0.603
vM,G,0.5188
vM,G,0.5444
vM,G,0.5443
vM,G,0.5785
vM,G,0.4593
vM,G,0.5092
vM,G,0.466
vM,G,0.5187
vM,G,0.3548
vM,G,0.4146
vM,G,0.2681
vM,G,0.3357
vM,G,0.2115
vM,G,0.1982
vM,G,0.0198
vM,G,0.1277
vM,G,-0.0344
vM,G,-0.0067
vM,G,0.0265
vM,G,0.0528
vM,G,0.167
vM,G,0.1708
vM,G,0.0798
vM,G,0.087
vM,G,0.5098
vM,G,0.3265
vM,G,0.5382
vM,G,0.3669
vM,G,0.6985
vM,G,0.5538
vM,G,0.7439
vM,G,0.5884
vM,G,0.5253
vM,G,0.547
vM,G,0.6098
vM,G,0.606
vM,G,0.579
vM,G,0.5232
vM,G,0.6085
vM,G,0.5887
vM,G,0.5016
vM,G,0.4357
vM,G,0.481
vM,G,0.4198
vM,G,0.4106
vM,G,0.331
vM,G,0.2764
vM,G,0.2372
vM,G,0.1669
vM,G,0.149
vM,G,0.0643
vM,G,0.1482
vM,G,-0.0092
vM,G,0.196
vM,G,0.0346
vM,G,0.0709
vM,G,0.1606
vM,G,0.1659
vM,G,0.1469
vM,G,0.087
vM,G,0.3717
vM,G,0.3414
vM,G,0.4857
vM,G,0.3869
vM,G,0.4187
vM,G,0.4229
vM,G,0.4961
vM,G,0.4223
vM,G,0.3475
vM,G,0.3358
vM,G,0.4142
vM,G,0.3076
vM,G,0.4321
vM,G,0.2525
vM,G,0.3388
vM,G,0.255
vM,G,0.2465
vM,G,0.1803
vM,G,0.1979
vM,G,0.2054
vM,G,0.1727
vM,G,0.2158
vM,G,0.2195
vM,G,0.1281
vM,G,0.1952
vM,G,0.139
vM,G,0.1152
vM,G,0.1363
vM,G,0.1889
vM,G,0.1687
vM,G,-0.0313
vM,G,0.0916
vM,G,0.041
vM,G,0.0521
vM,G,0.0539
vM,G,0.0824
vM,G,0.0077
vM,G,0.0297
vM,G,0.0413
vM,G,0.0392
vM,G,0.0949
vM,G,0.1237
vM,G,0.1357
vM,G,0.0473
vM,G,0.0448
vM,G,0.0896
vM,G,-0.0213
vM,G,0.0465
vM,G,0.1266
vM,G,0.0741
vM,G,0.1649
vM,G,0.1006
vM,G,0.0117
vM,G,0.0754
vM,G,0.0499
vM,G,0.0979
vM,G,0.1381
vM,G,0.0552
vM,G,0.1659
vM,G,-0.0289
vM,G,0.0024
vM,G,0.0584
vM,G,-0.0126
vM,G,-0.0321
vM,G,-0.0081
vM,G,0.0108
vM,G,0.0413
vM,G,0.067
vM,G,0.0921
vM,G,0.1063
vM,G,0.0284
vM,G,0.0442
vM,G,0.5879
vM,G,0.5188
vM,G,0.2566
vM,G,0.2653
vM,G,0.4298
vM,G,0.375
vM,G,0.1992
vM,G,0.2259
vM,G,0.155
vM,G,0.1869
vM,G,0.1255
vM,G,0.116
vM,G,0.187
vM,G,0.2697
vM,G,0.2049
vM,G,0.4083
vM,G,0.1767
vM,G,0.0195
vM,G,0.0703
vM,G,0.1002
vM,G,0.1706
vM,G,0.0619
vM,G,0.1513
vM,G,0.2573
vM,G,0.0554
vM,G,0.0354
vM,G,0.0739
vM,G,-0.0084
vM,G,0.167
vM,G,0.0579
vM,G,-0.0308
vM,G,0.1314
vM,G,0.0675
vM,G,0.0583
vM,G,0.0381
vM,G,0.0078
vM,G,0.2043
vM,G,0.091
vM,G,0.092
vM,G,0.0414
vM,G,0.3078
vM,G,0.1898
vM,G,0.2263
vM,G,0.1138
vM,G,0.2224
vM,G,0.219
vM,G,0.106
vM,G,-0.0562
vM,G,0.1388
vM,G,0.1072
vM,G,0.1082
vM,G,0.1109
vM,G,0.1499
vM,G,0.0658
vM,G,0.0932
vM,G,0.0481
vM,G,0.1336
vM,G,0.1152
vM,G,0.1957
vM,G,0.0726
vM,G,0.0427
vM,G,0.0533
vM,G,0.0572
vM,G,0.1266
vM,G,0.1181
vM,G,0.2438
vM,G,0.0672
vM,G,0.1036
vM,G,0.0616
vM,G,0.0482
vM,G,0.0573
vM,G,0.033
vM,G,0.1368
vM,G,0.2289
vM,G,0.047
vM,G,0.0376
vM,G,0.1727
vM,G,0.3108
vM,G,0.1395
vM,G,0.19
vM,G,0.1378
vM,G,0.2597
vM,G,0.1141
vM,G,0.1506
vM,G,0.1314
vM,G,0.1714
vM,G,0.1085
vM,G,0.1533
vM,G,0.0838
vM,G,0.1028
vM,G,0.0529
vM,G,0.1046
vM,G,0.0986
vM,G,0.1047
vM,G,0.0379
vM,G,0.1307
vM,G,0.0183
vM,G,0.0592
vM,G,0.0504
vM,G,0.0057
vM,G,-0.0205
vM,G,0.0434
vM,G,0.0523
vM,G,-0.0039
vM,G,0.0254
vM,G,0.0435
vM,G,0.0264
vM,G,0.0513
vM,G,0.0449
vM,G,0.0822
vM,G,0.0385
vM,G,0.081
vM,G,0.1649
vM,G,0.1167
vM,G,0.0959
vM,G,0.1237
vM,G,0.0774
vM,G,0.0694
vM,G,0.0429
vM,G,0.0576
vM,G,0.069
vM,G,0.1699
vM,G,0.1165
vM,G,0.0968
vM,G,0.074
vM,G,0.0481
vM,G,0.1054
vM,G,0.0529
vM,G,0.0756
vM,G,0.0828
vM,G,0.0254
vM,G,0.0838
vM,G,0.0172
vM,G,0.0325
vM,G,-0.0435
vM,G,0.0119
vM,G,-0.0099
vM,G,-0.0377
vM,G,-0.0325
vM,G,-0.002
vM,G,0.0845
vM,G,0.1263
vM,G,0.126
vM,G,0.0263
vM,G,0.4468
vM,G,0.3396
vM,G,0.227
vM,G,0.1783
vM,G,0.4462
vM,G,0.3165
vM,G,0.242
vM,G,0.1633
vM,G,0.2325
vM,G,0.1962
vM,G,0.1762
vM,G,0.1619
vM,G,0.2417
vM,G,0.3092
vM,G,0.1457
vM,G,0.0743
vM,G,0.1901
vM,G,0.1112
vM,G,0.0994
vM,G,0.0733
vM,G,0.2434
vM,G,0.2766
vM,G,0.2773
vM,G,0.2276
vM,G,0.0553
vM,G,0.1131
vM,G,0.0595
vM,G,0.1078
vM,G,0.0053
vM,G,-0.0012
vM,G,0.0764
vM,G,0.1352
vM,G,0.1577
vM,G,0.0674
vM,G,0.044
vM,G,0.0814
vM,G,0.4763
vM,G,0.4536
vM,G,0.2259
vM,G,0.2824
vM,G,0.337
vM,G,0.437
vM,G,0.3363
vM,G,0.3731
vM,G,0.2934
vM,G,0.3388
vM,G,0.2077
vM,G,0.1884
vM,G,0.1702
vM,G,0.2485
vM,G,0.1067
vM,G,0.2093
vM,G,0.2107
vM,G,0.1407
vM,G,0.0155
vM,G,0.042
vM,G,0.1656
vM,G,0.1457
vM,G,0.076
vM,G,0.1458
vM,G,0.0529
vM,G,0.1228
vM,G,0.0777
vM,G,0.0522
vM,G,0.0888
vM,G,0.0914
vM,G,-0.0546
vM,G,0.1627
vM,G,0.0336
vM,G,0.0299
vM,G,0.0123
vM,G,-0.0059
vM,G,0.037
vM,G,0.1224
vM,G,-0.0478
vM,G,0.0998
vM,G,0.1981
vM,G,0.1621
vM,G,0.0736
vM,G,0.0968
vM,G,0.1055
vM,G,0.0685
vM,G,0.06
vM,G,0.1214
vM,G,0.1024
vM,G,0.1278
vM,G,0.1257
vM,G,0.063
vM,G,0.04
vM,G,0.059
vM,G,0.0783
vM,G,0.0547
vM,G,0.1382
vM,G,0.1065
vM,G,0.0384
vM,G,0.127
vM,G,0.13
vM,G,0.0117
vM,G,-0.0012
vM,G,0.0127
vM,G,0.0839
vM,G,0.0468
vM,G,0.0577
vM,G,0.0047
vM,G,0.0298
vM,G,0.0498
vM,G,-0.0187
vM,G,0.0438
vM,G,0.1519
vM,G,-0.0923
vM,G,0.0603
vM,G,0.0183
vM,G,-0.0067
vM,G,0.1833
vM,G,0.0128
vM,G,0.0644
vM,G,0.083
vM,G,-0.083
vM,G,-0.0773
vM,G,0.0614
vM,G,0.1119
vM,G,0.167
vM,G,0.106
vM,G,0.0163
vM,G,0.2819
vM,G,-0.0142
vM,G,-0.05
vM,G,0.0455
vM,G,0.0533
vM,G,-0.0118
vM,G,0.0383
vM,G,0.0621
vM,G,-0.1004
vM,G,-0.0177
vM,G,0.0659
vM,G,-0.0043
vM,G,-0.0517
vM,G,0.1978
vM,G,-0.0039
vM,G,-0.0245
vM,G,0.0091
vM,G,0.0591
vM,G,0.0384
vM,G,-0.0043
vM,G,-0.0003
vM,G,-0.0119
vM,G,-0.0319
vM,G,0.1637
vM,G,0.1173
vM,G,0.1923
vM,G,0.0563
vM,G,-0.0161
vM,G,-0.0534
vM,G,0.0193
vM,G,-0.0132
vM,G,0.0562
vM,G,0.1406
vM,G,0.2194
vM,G,0.012
vM,G,0.0277
vM,G,0.0499
vM,G,0.0369
vM,G,-0.0263
vM,G,-0.0217
vM,G,0.091
vM,G,0.066
vM,G,-0.0096
vM,G,0.0429
vM,G,0.0488
vM,G,0.1639
vM,G,0.0261
vM,G,0.0522
vM,G,-0.0033
vM,G,-0.0811
vM,G,0.135
vM,G,0.1949
vM,G,0.0191
vM,G,0.0081
vM,G,0.0201
vM,G,0.0062
vM,G,0.03
vM,G,-0.0187
vM,G,-0.0046
vM,G,-0.035
vM,G,0.0551
vM,G,0.0733
vM,G,0.0484
vM,G,0.0636
vM,G,0.0254
vM,G,-0.0175
vM,G,0.0477
vM,G,-0.0342
vM,G,0.0782
vM,G,0.0671
vM,G,0.0018
vM,G,0.0121
vM,G,0.0187
vM,G,0.03
vM,G,0.0063
vM,G,-0.0175
vM,G,0.0628
vM,G,0.0314
vM,G,0.0564
vM,G,0.0165
vM,G,0.0474
vM,G,0.0628
vM,G,0.0415
vM,G,0.0266
vM,G,0.0083
vM,G,0.0006
vM,G,0.0356
vM,G,0.0166
vM,G,-0.0017
vM,G,0.0541
vM,G,0.0113
vM,G,0.003
vM,G,0.0074
vM,G,0.0326
vM,G,0.0149
vM,G,0.0013
vM,G,0.0809
vM,G,0.0689
vM,G,0.0243
vM,G,0.0576
vM,G,-0.0005
vM,G,-0.0024
vM,G,0.0084
vM,G,-0.0152
vM,G,-0.0173
vM,G,0.0431
vM,G,0.0223
vM,G,-0.0175
vM,G,0.0534
vM,G,0.0238
vM,G,0.0052
vM,G,0.0039
vM,G,0.0596
vM,G,0.0241
vM,G,0.0693
vM,G,0.076
vM,G,0.0382
vM,G,0.0507
vM,G,-0.0204
vM,G,0.0269
vM,G,0.0908
vM,G,0.0945
vM,G,0.0946
vM,G,0.0319
vM,G,0.0296
vM,G,0.0018
vM,G,0.0719
vM,G,0.0072
vM,G,0.0094
vM,G,0.0023
vM,G,0.0047
vM,G,0.0146
vM,G,0.1068
vM,G,0.0667
vM,G,0.05
vM,G,0.045
vM,G,0.0122
vM,G,-0.0095
vM,G,0.0263
vM,G,-0.0059
vM,G,-0.0039
vM,G,0.0179
vM,G,0.0523
vM,G,0.0952
vM,G,0.0329
vM,G,0.0387
vM,G,0.0148
vM,G,-0.0094
vM,G,0.0654
vM,G,-0.0038
vM,G,-0.0193
vM,G,0.0273
vM,G,0.0009
vM,G,0.0419
vM,G,-0.0342
vM,G,-0.0087
vM,G,-0.0028
vM,G,0.0616
vM,G,-0.0332
vM,G,0.0126
vM,G,0.0216
vM,G,0.003
vM,G,-0.0092
vM,G,0.044
vM,G,0.0177
vM,G,0.0099
vM,G,0.0129
vM,G,-0.0478
vM,G,0.0647
vM,G,0.0402
vM,G,0.066
vM,G,0.1055
vM,G,0.0355
vM,G,0.0176
vM,G,-0.0141
vM,G,0.0321
vM,G,0.0885
vM,G,-0.0524
vM,G,-0.0002
vM,G,0.0825
vM,G,-0.0011
vM,G,0.0736
vM,G,0.0292
vM,G,-0.0435
vM,G,0.0417
vM,G,0.0737
vM,G,0.0866
vM,G,0.1345
vM,G,0.0252
vM,G,0.0242
vM,G,0.0928
vM,G,0.0347
vM,G,0.0409
vM,G,0.1003
vM,G,0.117
vM,G,0.1011
vM,G,-0.0169
vM,G,0.0401
vM,G,0.032
vM,G,-0.0042
vM,G,0.0287
vM,G,0.0206
vM,G,-0.0021
vM,G,0.0085
vM,G,0.0073
vM,G,0.1258
vM,G,0.0563
vM,G,0.0838
vM,G,0.1114
vM,G,-0.0258
vM,G,0.1771
vM,G,-0.058
vM,G,-0.0548
vM,G,0.0691
vM,G,-0.0184
vM,G,0.0638
vM,G,0.0562
vM,G,0.0271
vM,G,0.0074
vM,G,0.0207
vM,G,0.1636
vM,G,0.0887
vM,G,0.0574
vM,G,0.0518
vM,G,0.0516
vM,G,0.0575
vM,G,0.0875
vM,G,0.0311
vM,G,0.0237
vM,G,0.0917
vM,G,-0.0205
vM,G,0.0338
vM,G,0.0119
vM,G,0.0214
vM,G,-0.0004
vM,G,0.0014
vM,G,-0.0233
vM,G,-0.028
vM,G,-0.0364
vM,G,-0.0118
vM,G,0.0372
vM,G,0.0425
vM,G,0.0483
vM,G,0.0066
vM,G,0.0203
vM,G,-0.0585
vM,G,-0.0539
vM,G,-0.0482
vM,G,0.0554
vM,G,0.1037
vM,G,0.0337
vM,G,0.0472
vM,G,-0.0154
vM,G,-0.0342
vM,G,-0.0544
vM,G,-0.0381
vM,G,0.0477
vM,G,-0.0327
vM,G,0.0279
vM,G,0.029
vM,G,-0.0154
vM,G,0.0316
vM,G,-0.0195
vM,G,0.0006
vM,G,0.1195
vM,G,-0.0372
vM,G,-0.0453
vM,G,-0.0231
vM,G,-0.0591
vM,G,-0.0006
vM,G,0.0307
vM,G,0.0236
vM,G,0.0148
vM,G,-0.0243
vM,G,0.0019
vM,G,-0.0242
vM,G,0.0692
vM,G,0.053
vM,G,0.0186
vM,G,0.0492
vM,G,-0.0303
vM,G,0.0512
vM,G,0.0196
vM,G,0.0086
vM,G,0.0632
vM,G,-0.0395
vM,G,0.0078
vM,G,0.0426
vM,G,-0.0058
vM,G,0.0127
vM,G,0.011
vM,G,-0.0196
vM,G,0.0355
vM,G,0.0679
vM,G,0.0574
vM,G,0.0334
vM,G,0.0378
vM,G,0.0445
vM,G,0.0158
vM,G,0.0024
vM,G,0.0372
vM,G,0.0291
vM,G,0.0994
vM,G,-0.0154
vM,G,0.0383
vM,G,0.0226
vM,G,0.0284
vM,G,0.001
vM,G,-0.0069
vM,G,-0.0784
vM,G,-0.1283
vM,G,0.0915
vM,G,-0.023
vM,G,0.1414
vM,G,0.0724
vM,G,-0.0215
vM,G,0.0138
vM,G,-0.033
vM,G,-0.0096
vM,G,-0.0074
vM,G,0.0376
vM,G,0.1018
vM,G,0.043
vM,G,-0.1133
vM,G,0.0161
vM,G,0.0317
vM,G,0.0828
vM,G,0.0855
vM,G,0.0208
vM,G,-0.0075
vM,G,-0.0935
vM,G,0.0111
vM,G,0.0315
vM,G,0.1287
vM,G,0.0174
vM,G,0.0017
vM,G,0.0418
vM,G,0.116
vM,G,-0.037
vM,G,0.0047
vM,G,-0.0346
vM,G,-0.0244
vM,G,0.0619
vM,G,0.0724
vM,G,-0.0068
vM,G,-0.0294
vM,G,0.0496
vM,G,-0.0331
vM,G,-0.0033
vM,G,-0.0151
vM,G,-0.0079
vM,G,0.0652
vM,G,0.0027
vM,G,-0.0746
vM,G,-0.0092
vM,G,-0.0562
vM,G,0.0239
vM,G,0.0617
vM,G,0.0253
vM,G,-0.0207
vM,G,-0.0141
vM,G,-0.0398
vM,G,-0.0371
vM,G,-0.019
vM,G,0.0542
vM,G,0.0187
vM,G,-0.0043
vM,G,0.008
vM,G,-0.0545
vM,G,0.0201
vM,G,0.0092
vM,G,0.0171
vM,G,0.0305
vM,G,0.1436
vM,G,-0.0507
vM,G,-0.0386
vM,G,-0.0035
vM,G,0.0283
vM,G,0.0143
vM,G,0.0069
vM,G,0.0084
vM,G,-0.0103
vM,G,-0.0254
vM,G,-0.0146
vM,G,0.0458
vM,G,0.0361
vM,G,0.0358
vM,G,-0.0053
vM,G,-0.0226
vM,G,-0.0036
vM,G,-0.0465
vM,G,-0.0289
vM,G,0.0185
vM,G,-0.008
vM,G,-0.0205
vM,G,0.0377
vM,G,-0.0165
vM,G,-0.0146
vM,G,0.0026
vM,G,-0.0254
vM,G,0.0763
vM,G,0.0523
vM,G,0.0448
vM,G,0.0389
vM,G,-0.025
vM,G,-0.0092
vM,G,0.0189
vM,G,-0.0119
vM,G,0.0873
vM,G,0.0558
vM,G,0.0135
vM,G,0.0638
vM,G,-0.0101
vM,G,0.0176
vM,G,0.0247
vM,G,-0.0172
vM,G,-0.0279
vM,G,0.0072
vM,G,-0.0292
vM,G,-0.0192
vM,G,0.0446
vM,G,0.0497
vM,G,0.0362
vM,G,0.032
vM,G,0.0033
vM,G,-0.0073
vM,G,-0.0012
vM,G,-0.0565
vM,G,0.0271
vM,G,-0.0056
vM,G,-0.0008
vM,G,0.0044
vM,G,-0.0028
vM,G,-0.0011
vM,G,-0.0014
vM,G,-0.0117
vM,G,0.0062
vM,G,-0.0346
vM,G,0.0118
vM,G,0.0578
vM,G,0.0009
vM,G,0.014
vM,G,-0.0284
vM,G,-0.0492
vM,G,0.0241
vM,G,0.0218
vM,G,-0.0436
vM,G,0.057
vM,G,-0.0115
vM,G,-0.0092
vM,G,0.0032
vM,G,-0.0119
vM,G,0.0419
vM,G,-0.0171
vM,G,-0.0167
vM,G,0.0075
vM,G,0.0011
vM,G,0.0726
vM,G,0.0719
vM,G,0.0473
vM,G,0.0064
vM,G,-0.0129
vM,G,-0.0383
vM,G,-0.0339
vM,G,-1E-04
vM,G,0.0446
vM,G,0.0196
vM,G,0.0344
vM,G,-0.0109
vM,G,0.0297
vM,G,0.0388
vM,G,0.0261
vM,G,-0.0294
vM,G,-0.0339
vM,G,0.0032
vM,G,0.099
vM,G,-0.0402
vM,G,0.0169
vM,G,-0.0097
vM,G,-0.1353
vM,G,0.0595
vM,G,0.0506
vM,G,0.0168
vM,G,-0.0188
vM,G,0.0011
vM,G,0.0285
vM,G,0.0188
vM,G,-0.028
vM,G,-0.0061
vM,G,0.0139
vM,G,0.0083
vM,G,-0.0257
vM,G,0.0768
vM,G,0.0504
vM,G,0.0602
vM,G,-0.0196
vM,G,-0.0196
vM,G,0.0227
vM,G,-0.0437
vM,G,0.002
vM,G,0.0319
vM,G,0.0803
vM,G,0.0848
vM,G,0.0011
vM,G,-0.0042
vM,G,-0.0099
vM,G,0.0093
vM,G,-0.0154
vM,G,-0.0165
vM,G,0.0728
vM,G,0.063
vM,G,0.0274
vM,G,0.0111
vM,G,-0.0037
vM,G,0.0055
vM,G,-0.0016
vM,G,0.0123
vM,G,0.0576
vM,G,-0.0017
vM,G,0.0255
vM,G,-0.019
vM,G,-0.0097
vM,G,-0.0063
vM,G,0.0119
vM,G,-0.0613
vM,G,-0.005
vM,G,0.0161
vM,G,-0.1014
vM,G,-0.0098
vM,G,0.0118
vM,G,-0.0448
vM,G,0.0329
vM,G,-0.0509
vM,G,-0.0396
vM,G,-0.0277
vM,G,-0.0861
vM,G,0.0225
vM,G,0.0372
vM,G,-0.0826
vM,G,0.0473
vM,G,0.0233
vM,G,-0.0292
vM,G,-0.0787
vM,G,-0.099
vM,G,0.0181
vM,G,0.0231
